Scheme Name	Net Asset Value
PGIM India Low Duration Fund - Segregated Portfolio 1 - Direct Plan - Monthly Dividend Option	0
PGIM India Low Duration Fund - Segregated Portfolio 1 - Direct Plan - Quarterly Dividend Option	0
PGIM India Low Duration Fund - Segregated Portfolio 1 - Regular Plan - Growth Option	0
PGIM India Low Duration Fund - Segregated Portfolio 1 - Regular Plan - Monthly Dividend Option	0
PGIM India Low Duration Fund - Segregated Portfolio 1 - Regular Plan- Annual Dividend Option	0
PGIM India Low Duration Fund - Segregated Portfolio 1- Regular Plan - Quarterly Dividend Option	0
PGIM India Low Duration Fund DIV OPTION	9.4582
PGIM India Low Duration Fund INSTITUTIONAL - MONTHLY DIV	9.9688
PGIM India Low Duration Fund INSTITUTIONAL -GR	21.6022
PGIM India Low Duration Fund INSTITUTIONAL -Weekly	9.3644
PGIM India Low Duration Fund INSTITUTIONAL-Daily	9.3258
PGIM India Low Duration Fund- Bonus Option	16.8702
PGIM India Low Duration Fund- MONTHLY DIV	10.213
PGIM India Low Duration Fund- WEEKLY DIV	10.1084
	
	
	
SBI Magnum Low Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1220.4980
SBI Magnum Low Duration Fund - Direct Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	1241.7584
SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH	3165.9566
SBI Magnum Low Duration Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1406.8084
SBI Magnum Low Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1222.2278
SBI Magnum Low Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1196.9210
SBI Magnum Low Duration Fund - Regular Plan - Fornightly Income Distribution cum Capital Withdrawal Option (IDCW)	1217.8632
SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH	3072.8812
SBI Magnum Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1347.7677
SBI Magnum Low Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1196.9048
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1196.9836
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth	3127.0333
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	N.A.
SBI Short Horizon Debt Fund - Ultra Short Term Fund- Institutional Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1194.2253
SBI Short Horizon Debt Fund -Ultra Short Term Fund - Institutional Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	N.A.
	
	
	
Sundaram Low Duration Fund (Formerly Know as Principal Low Duation Fund) Regular Principal Units	1180.9070
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Daily Income Distribution CUM Capital Withdrawal Option	1009.6449
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Growth Option	3228.7736
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option	1099.6499
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Weekly Income Distribution CUM Capital Withdrawal Option	1006.2166
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Weekly Income Distribution CUM Capital Withdrawal Option	1010.0956
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) -Daily Income Distribution CUM Capital Withdrawal Option	1015.7943
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Direct Fortnightly IDCW	1097.8449
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Regular Fortnightly IDCW	1087.7273
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Regular Quarterly IDCW	1133.6620
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Growth Option	3049.2859
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Monthly Income Distribution CUM Capital Withdrawal Option	1089.2873
Sundaram Low Duration Fund(Formerly Known as Principal Low Duration Fund) Direct Quarterly IDCW	1159.7467
	
	
	
Tata Treasury Advantage Fund - Direct Plan - Growth Option	3526.6607
Tata Treasury Advantage Fund - Regular Plan - Growth Option	3451.8434
Tata Treasury Advantage Fund Direct Plan - Daily Reinvestment of IDCW Option	1003.5316
Tata Treasury Advantage Fund Direct Plan - Periodic Payout of IDCW Option	2236.1213
Tata Treasury Advantage Fund Direct Plan - Weekly Payout of IDCW Option	1008.5346
Tata Treasury Advantage Fund Regular Plan - Daily Reinvestment of IDCW Option	1003.5288
Tata Treasury Advantage Fund Regular Plan - Periodic Payout of IDCW Option	2187.9358
Tata Treasury Advantage Fund Regular Plan - Weekly Payout of IDCW Option	1008.5095
	
	
	
UTI - Treasury Advantage Fund - Direct Plan - Bonus Option	2199.7192
UTI - Treasury Advantage Fund - Direct Plan - Growth Option	3145.6485
UTI - Treasury Advantage Fund - Discontinued - Annaul Dividend Option	2962.4066
UTI - Treasury Advantage Fund - Discontinued - Periodic Dividend Plan	1047.0716
UTI - Treasury Advantage Fund - Discontinued - Quarterly Dividend Option	1949.4326
UTI - Treasury Advantage Fund - Discontinued Bonus Option	3675.1156
UTI - Treasury Advantage Fund - Discontinued Flexi Dividend Plan	1085.7297
UTI - Treasury Advantage Fund - Discontinued Growth Option	5513.302
UTI - Treasury Advantage Fund - Discontinued Monthly Dividend Option	1028.2816
UTI - Treasury Advantage Fund - Regular Plan - Bonus Option	2592.1479
UTI - Treasury Advantage Fund - Regular Plan - Growth Option	3101.4396
UTI Treasury Advantage Fund - Direct Plan - Annual IDCW	1164.4134
UTI Treasury Advantage Fund - Direct Plan - Daily IDCW (Reinvestment)	1200.9931
UTI Treasury Advantage Fund - Direct Plan - Flexi IDCW	1334.9697
UTI Treasury Advantage Fund - Direct Plan - Fortnightly IDCW	1341.7289
UTI Treasury Advantage Fund - Direct Plan - Half-Yearly IDCW	1216.9808
UTI Treasury Advantage Fund - Direct Plan - Monthly IDCW	1228.1501
UTI Treasury Advantage Fund - Direct Plan - Quarterly IDCW	1686.6015
UTI Treasury Advantage Fund - Direct Plan - Weekly IDCW	1021.966
UTI Treasury Advantage Fund - Regular Plan - Daily IDCW (Reinvestment)	1195.3626
UTI Treasury Advantage Fund - Regular Plan - Flexi IDCW	1179.6034
UTI Treasury Advantage Fund - Regular Plan - Fortnightly IDCW	1333.0014
UTI Treasury Advantage Fund - Regular Plan - Half-Yearly IDCW	1224.2014
UTI Treasury Advantage Fund - Regular Plan - Monthly IDCW	1219.2965
UTI Treasury Advantage Fund - Regular Plan - Quarterly IDCW	1271.0052
UTI Treasury Advantage Fund - Regular Plan - Weekly IDCW	1198.3741
	
	
	
	
	
Aditya Birla Sun Life Medium Term Plan - DIRECT - HALF YEARLY IDCW	13.458
Aditya Birla Sun Life Medium Term Plan - Direct - IDCW	16.5277
Aditya Birla Sun Life Medium Term Plan - DIRECT - Quarterly IDCW	12.9071
Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan	35.4626
Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan	33.0417
Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan	22.1442
Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW	12.8574
Aditya Birla Sun Life Medium Term Plan - Regular - IDCW	15.3416
Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW	12.4933
	
	
	
Axis Strategic Bond Fund - Direct Plan - Growth Option	26.1728
Axis Strategic Bond Fund - Direct Plan - Half Yearly IDCW	11.6716
Axis Strategic Bond Fund - Direct Plan - Quarterly IDCW	10.4135
Axis Strategic Bond Fund - Regular Plan - Bonus Option	13.2560
Axis Strategic Bond Fund - Regular Plan - Growth Option	24.0993
Axis Strategic Bond Fund - Regular Plan - Half Yearly IDCW	10.7534
Axis Strategic Bond Fund - Regular Plan - Quarterly IDCW	10.2764
	
	
	
BANDHAN Bond Fund - Medium Term - Regular Plan - Bi-Monthly IDCW	11.9265
BANDHAN Bond Fund - Medium Term - Regular Plan - Daily IDCW	10.2777
BANDHAN Bond Fund - Medium Term - Regular Plan - Fortnightly IDCW	10.2643
BANDHAN Bond Fund - Medium Term - Regular Plan - Growth	39.8416
BANDHAN Bond Fund - Medium Term - Regular Plan - IDCW Quarterly	10.9659
BANDHAN Bond Fund - Medium Term - Regular Plan - Monthly IDCW	10.2276
BANDHAN Bond Fund - Medium Term - Regular Plan - Periodic IDCW	12.5506
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Bi Monthly IDCW	12.3165
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Daily IDCW	10.4153
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Fortnightly IDCW	10.2662
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Growth	42.8641
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Monthly IDCW	10.4609
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Periodic IDCW	11.1914
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Quartely IDCW	11.1424
	
	
	
Baroda BNP Paribas Medium Duration - Regular Plan - Monthly IDCW - Segregated Portfolio - 1	0
Baroda BNP Paribas Medium Duration - Regular Plan - Quarterly IDCW - Segregated Portfolio - 1	0
Baroda BNP Paribas Medium Duration Fund  - Direct Plan - Weekly IDCW - Segregated Portfolio - 1	0
Baroda BNP Paribas Medium Duration Fund - Defunct Plan - Daily IDCW Option - Segregated Portfolio - 1	0
Baroda BNP Paribas Medium Duration Fund - Defunct Plan - Growth Option - Segregated Portfolio - 1	0
Baroda BNP Paribas Medium Duration Fund - Defunct Plan - Monthly IDCW Option - Segregated Portfolio - 1	0
Baroda BNP Paribas Medium Duration Fund - Defunct Plan - Weekly IDCW Option - Segregated Portfolio - 1	0
BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Annual IDCW Option	11.0897
BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Calendar Quarterly IDCW Option	10.2869
Baroda BNP Paribas Medium Duration Fund - Direct Plan - Daily IDCW - Segregated Portfolio - 1	0
Baroda BNP Paribas Medium Duration Fund - Direct Plan - Growth - Segregated Portfolio - 1	0
BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Growth Option	17.5812
BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Half yearly IDCW Option	10.0000
Baroda BNP Paribas Medium Duration Fund - Direct Plan - Monthly IDCW - Segregated Portfolio - 1	0
BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Monthly IDCW Option	10.5818
Baroda BNP Paribas Medium Duration Fund - Direct Plan - Quarterly IDCW - Segregated Portfolio - 1	0
BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Annual IDCW Option	10.9470
BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Calendar Quarterly IDCW Option	10.4043
Baroda BNP Paribas Medium Duration Fund - Regular Plan - Daily IDCW - Segregated Portfolio - 1	0
Baroda BNP Paribas Medium Duration Fund - Regular Plan - Growth - Segregated Portfolio - 1	0
BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Growth Option	16.5284
BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Half Yearly IDCW Option	10.5721
BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Monthly IDCW Option	10.2293
Baroda BNP Paribas Medium Duration Fund - Regular Plan - Weekly IDCW - Segregated Portfolio - 1	0
	
	
	
DSP Bond Fund - Direct Plan - Growth	74.7335
DSP Bond Fund - Direct Plan - IDCW	11.7490
DSP Bond Fund - Direct Plan - IDCW - Monthly	11.1323
DSP Bond Fund - Growth	70.8336
DSP Bond Fund - IDCW	11.6243
DSP Bond Fund - IDCW - Monthly	11.0360
	
	
	
Franklin India Income Opportunities Fund - Direct - Growth	26.5759
Franklin India Income Opportunities Fund - Direct - IDCW 	12.4807
Franklin India Income Opportunities Fund - Growth	24.9338
Franklin India Income Opportunities Fund - IDCW 	11.5593
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Dividend Plan	0.0000
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Growth Plan	0.0000
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Income Opportunities Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	0.9587
Franklin India Income Opportunities Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	0.8953
Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	2.0416
Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	1.9310
	
	
	
HDFC Medium Term Debt Fund - Fornightly IDCW Option	10.1298
HDFC Medium Term Debt Fund - Fortnightly IDCW Opt - Direct Plan	10.1325
HDFC Medium Term Debt Fund - Growth Option	48.9725
HDFC Medium Term Debt Fund - Growth Option - Direct Plan	52.5045
HDFC Medium Term Debt Fund - IDCW Option	17.673
HDFC Medium Term Debt Fund - IDCW Option - Direct Plan	18.7402
	
	
	
HSBC Medium Duration Fund - Direct Annual IDCW	12.0027
HSBC Medium Duration Fund - Direct Growth	19.0624
HSBC Medium Duration Fund - Direct IDCW	11.497
HSBC Medium Duration Fund - Regular Annual IDCW	11.1156
HSBC Medium Duration Fund - Regular Growth	17.6899
HSBC Medium Duration Fund - Regular IDCW	10.6072
	
	
	
ICICI Prudential Medium Term Bond Fund - Annual IDCW	12.9357
ICICI Prudential Medium Term Bond Fund - Bonus	15.0013
ICICI Prudential Medium Term Bond Fund - Direct Plan - Growth	42.0868
ICICI Prudential Medium Term Bond Fund - Direct Plan - Half Yearly IDCW	11.1332
ICICI Prudential Medium Term Bond Fund - Direct Plan - Quarterly IDCW	11.2212
ICICI Prudential Medium Term Bond Fund - Direct Plan Bonus	16.1701
ICICI Prudential Medium Term Bond Fund - Growth	38.7739
ICICI Prudential Medium Term Bond Fund - Half Yearly IDCW	10.6331
ICICI Prudential Medium Term Bond Fund - Quarterly IDCW	10.6554
ICICI Prudential Medium Term Bond Fund -Direct Plan - Annual IDCW	14.3488
ICICI Prudential Medium Term Bond Fund Plan A - Weekly Dividend	10.0458
ICICI Prudential Medium Term Bond Fund Plan B - Half Yearly Dividend	10.8612
ICICI Prudential Medium Term Bond Fund Plan B - Quarterly Dividend	10.6002
ICICI Prudential Medium Term Bond Fund Plan C - Quarterly Dividend	10.4491
ICICI Prudential Medium Term Bond Fund-Plan B-Growth	32.0584
	
	
	
Invesco India Medium Duration Fund - Direct - Discretionary IDCW (Payout/Reinvestment)	1102.0401
Invesco India Medium Duration Fund - Direct - Growth	1102.0123
Invesco India Medium Duration Fund - Direct - Quarterly IDCW (Payout / Reinvestment))	1055.5552
Invesco India Medium Duration Fund - Regular - Discretionary IDCW(Payout / Reinvestment))	1079.7265
Invesco India Medium Duration Fund - Regular - Growth	1079.7272
Invesco India Medium Duration Fund - Regular - Quarterly IDCW (Payout / Reinvestment)	1037.8634
	
	
	
Kotak Medium Term Fund - Direct - Standard Income Distribution cum capital withdrawal option	21.2805
Kotak Medium Term Fund - Direct Growth	21.2787
Kotak Medium Term Fund - Growth	19.4803
Kotak Medium Term Fund - Standard Income Distribution cum capital withdrawal option	11.9567
	
	
	
NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA STRATEGIC DEBT FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Strategic Debt Fund - Bonus Option	10.5217
Nippon India Strategic Debt Fund - Direct Plan - Bonus Option	14.4149
Nippon India Strategic Debt Fund - Direct Plan - Growth Option	14.4117
NIPPON INDIA STRATEGIC DEBT FUND - DIRECT Plan - IDCW Option	12.1558
NIPPON INDIA STRATEGIC DEBT FUND - DIRECT Plan - QUARTERLY IDCW Option	10.2619
Nippon India Strategic Debt Fund - Growth Option	13.4382
NIPPON INDIA STRATEGIC DEBT FUND - IDCW Option	11.4993
NIPPON INDIA STRATEGIC DEBT FUND - QUARTERLY IDCW Option	9.9119
Nippon India Strategic Debt Fund - Segregated Portfolio 1 - Bonus Option	0.1794
Nippon India Strategic Debt Fund - Segregated Portfolio 1 - Direct Plan - Bonus Option	0.1888
Nippon India Strategic Debt Fund - Segregated Portfolio 1 - Direct Plan - Growth Option	0.1886
NIPPON INDIA STRATEGIC DEBT FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.1591
NIPPON INDIA STRATEGIC DEBT FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.1343
Nippon India Strategic Debt Fund - Segregated Portfolio 1 - Growth Option	0.1794
NIPPON INDIA STRATEGIC DEBT FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.1535
NIPPON INDIA STRATEGIC DEBT FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.1323
Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Bonus Option	0.0000
Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Direct Plan - Bonus Option	0.0000
Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Direct Plan - Growth Option	0.0000
Nippon India Strategic Debt Fund - Segregated Portfolio 2 - Growth Option	0.0000
	
	
	
SBI MAGNUM MEDIUM DURATION FUND - DIRECT PLAN - GROWTH	47.6033
SBI Magnum Medium Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.5042
SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH	44.4621
SBI Magnum Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.2347
	
	
	
Sundaram Medium Term Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	13.9453
Sundaram Medium Term Bond Fund Direct Plan - Growth	67.6449
Sundaram Medium Term Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	24.6442
Sundaram Medium Term Bond Fund Institutional Plan - Growth	69.5670
Sundaram Medium Term Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	12.5115
Sundaram Medium Term Bond Fund Regular Plan - Bonus	21.0257
Sundaram Medium Term Bond Fund Regular Plan - Growth	61.5612
Sundaram Medium Term Bond Fund Regular Plan- Half Yearly Income Distribution cum Capital Withdrawal (IDCW)	12.9054
Sundaram Medium Term Bond Fund Regular Plan- Quarterly Income Distribution cum Capital Withdrawal (IDCW)	12.5648
	
	
	
Tata Medium Term Fund -Regular Plan - Growth Option	29.7872
Tata Medium Term Fund- Direct Plan - Payout of IDCW Option	15.2302
Tata Medium Term Fund- Direct Plan- Growth Option	32.7645
Tata Medium Term Fund- Regular Plan - Payout of IDCW option	13.5481
	
	
	
Union Medium Duration Fund - Direct Plan -  Growth Option	11.3466
Union Medium Duration Fund - Direct Plan - IDCW Option	11.3466
Union Medium Duration Fund - Regular Plan -  Growth Option	11.2360
Union Medium Duration Fund - Regular Plan - IDCW Option	11.2360
	
	
	
UTI Medium Term Fund - Direct Plan - Annual IDCW	12.9934
UTI Medium Term Fund - Direct Plan - Flexi IDCW	13.1862
UTI Medium Term Fund - Direct Plan - Growth Option	16.9577
UTI Medium Term Fund - Direct Plan - Half-Yearly IDCW	12.7019
UTI Medium Term Fund - Direct Plan - Monthly IDCW	10.43
UTI Medium Term Fund - Direct Plan - Quarterly IDCW	12.6891
UTI Medium Term Fund - Regular Plan - Annual IDCW	12.1722
